user_id,item_list
2453,3316 6158 2703 5294 5466 5064 1494 891 531 3754 4342 5076 3201 5241 6332 5532 4527 355 457 559
2454,2557 3621 5064 2628 4877 479 2539 5640 1329 4561 4514 4633 6330 1700 3966 6210 6624 6926 1818 5972
2455,2628 4023 3506 3604 2556 5223 657 3236 531 2509 4291 3602 755 4570 1418 4200 6584 2099 1294 6771
2456,86 5466 2077 1329 3410 5407 495 5230 2050 868 5469 4180 5640 4709 6729 3496 2110 3236 1339 3218
2457,6635 4195 336 4103 4492 2539 1266 479 1057 5230 6562 5446 1418 5252 3918 1192 6313 3525 6229 200
2458,2844 1373 4977 2703 414 729 4302 3269 3125 2907 3142 4012 2556 5076 4967 6313 403 3180 6709 1418
2459,492 3256 457 2727 1940 2556 6168 1339 1418 6666 262 4613 4180 4912 3158 6561 6213 3772 2966 4023
2460,1389 1700 412 5766 3512 4220 3873 4484 2167 6624 3551 4532 5609 1651 1655 966 5553 5469 417 5671
2461,1560 3049 5295 1696 5640 5469 4833 355 457 6624 4570 4714 2557 3410 3236 1294 2556 4200 3506 657
2462,5326 3040 457 2917 5469 2556 5252 3010 3125 3970 3410 966 1402 4023 3460 262 4313 2808 414 2703
2463,3325 3410 1940 355 262 3316 2556 814 5469 4200 1339 6126 4709 5076 2557 5326 5340 6219 2148 1554
2464,2703 3373 4728 5766 20 2844 2556 5532 343 4051 5203 5671 4704 1168 1651 6098 1171 5857 1339 3576
2465,5169 4080 1569 1418 831 372 1057 2653 3945 4200 3297 2557 6196 3966 2356 5920 1373 2438 6559 4741
2466,2226 6651 4815 3441 3285 5063 3752 640 3602 814 44 4970 2217 1373 3049 3607 6890 4484 4869 1027
2467,1930 2574 2808 3607 3962 955 5323 1373 4172 6730 1691 2456 6165 2557 1522 495 2986 601 868 1152
2468,3236 4120 6338 5854 1418 2152 262 2888 1818 891 531 2046 2556 5167 6646 200 6584 1214 4784 814
2469,6421 5258 3487 5885 5723 5965 1644 5466 3258 5442 3621 5012 1503 1577 1566 2233 6761 2167 2303 4231
2470,2226 536 4593 3795 3516 4408 2228 2556 1168 2266 5365 5906 3071 2005 5981 2557 2006 3395 4480 2689
2471,495 6018 2556 955 4312 3410 5766 3013 6050 2858 1700 4200 5469 5671 3506 5295 1168 2287 4877 1373
2472,2369 3765 4912 5356 1183 5369 5896 4519 3316 3410 531 3966 5662 3602 412 262 1389 222 2183 4195
2473,4864 4045 479 459 4200 1418 536 531 5340 2115 4195 1974 5941 6054 4625 2556 6624 2059 2835 3316
2474,1503 6771 1373 1599 3602 459 5343 3676 814 3236 536 2557 2110 1418 6651 881 1554 1339 2438 1539
2475,428 1306 2632 4312 2727 5340 3410 531 4200 6771 3236 5167 372 3765 4532 1705 4635 2101 4625 4313
2476,3236 2152 2093 479 1705 262 6050 5457 2798 4625 2645 2835 3881 1051 6061 5469 6307 6431 5340 1974
2477,4533 5252 536 5230 2589 4238 4593 3410 2709 402 6955 3607 69 6624 6390 868 2228 115 777 6698
2478,3256 6158 4877 479 3236 1494 5469 2556 5614 6624 262 1183 531 891 5356 2779 6330 5295 6584 4714
2479,444 1407 6846 6378 1210 6519 5668 4552 2556 200 4974 2781 6383 169 747 2046 2101 3367 2557 531
2480,3256 4337 1172 4103 1106 942 3316 4373 531 5864 6619 5854 665 3010 457 340 2399 4012 1029 3320
2481,1560 4023 1940 6561 5337 2556 6627 6730 4191 495 4813 601 3734 2574 3044 803 1501 868 5323 2970
2482,625 414 2703 5073 2228 3269 2557 3373 3040 5785 5469 1373 457 601 1655 3236 777 1968 4200 5407
2483,2004 6073 1497 3410 1700 5064 1940 1182 2300 5532 2024 4704 4195 4029 4572 275 1256 1912 2808 1057
2484,596 5489 5965 1373 1830 4572 5337 5532 1791 3621 4172 2970 4514 3666 1038 5644 6637 1469 1339 3752
2485,1183 6050 2061 457 3506 3707 596 1038 2273 2321 729 3856 4618 1656 5794 2891 5352 2088 3676 2356
2486,6271 4554 1183 2556 814 262 4545 2527 372 1168 3316 955 4200 2284 596 4247 868 4103 2653 1377
2487,3236 4373 828 3487 5064 5609 1183 3617 6382 412 1403 169 2557 2556 132 1702 1492 531 6647 1210
2488,4709 1940 1171 4480 5489 6411 2005 6730 5223 4572 4570 2329 755 2509 1252 2061 5630 2556 5407 3336
2489,2183 559 4800 2445 4613 2921 1779 729 6196 814 1700 84 4245 1610 5469 3726 2150 4220 1494 3537
2490,282 5076 6353 2675 2321 729 816 6316 3948 3621 6330 6941 6243 340 3966 3410 2438 6332 1700 1257
2491,92 1960 6236 3236 5919 1210 4634 6519 169 146 6185 4489 4833 868 531 4200 1169 4714 552 5640
2492,5108 6332 2977 4023 5489 6802 3496 5766 1691 656 5490 2397 291 918 1402 2557 4291 2050 2077 5666
2493,2798 729 6050 3410 2556 4912 5167 112 1418 1554 4625 5790 1373 3265 655 1974 5252 5977 5326 2653
2494,2077 2228 2167 2886 4180 1364 5295 3496 4291 814 4351 2445 275 3135 3824 3621 2986 4691 86 6584
2495,86 4296 2399 262 4291 1488 4625 4080 6126 4561 1159 1329 3265 5169 1940 1038 4324 5460 6808 1632
2496,3512 6431 4045 4373 4877 1051 4912 6330 3607 3930 3966 2936 6954 1656 563 6307 5466 1377 2777 5167
2497,1373 6519 2556 146 2727 123 4572 5304 6050 2557 1960 5323 4634 132 2101 3236 4300 92 1850 6730
2498,4045 372 459 187 559 1848 6624 1252 3410 6771 3604 4570 5340 5326 1696 5662 6543 6957 3297 1641
2499,1252 2226 3607 4045 2167 1373 3621 2917 4572 5961 3808 4570 4561 6730 2101 5671 1339 2970 2208 571
2500,4200 372 1373 868 536 1339 4023 814 6584 5252 4231 1554 3373 5269 262 531 4313 5323 2653 2986
2501,2167 5794 3218 5335 3795 4486 4618 536 4533 1373 4932 6016 5971 868 3270 2745 3954 5329 3767 1048
2502,3044 5489 5064 54 1651 5723 5861 2329 5073 4572 5323 4480 2341 1373 2917 2101 536 2321 4728 4231
2503,6490 6411 4877 2167 4813 2050 1930 1339 5723 4533 291 814 4709 5407 6492 868 1696 1373 3410 3270
2504,1183 3236 4180 2539 4342 5466 729 1418 355 2369 5609 3410 5532 1373 262 4200 5356 1610 6330 4545
2505,1214 1503 1418 479 4291 1968 3506 2399 3236 25 4572 6624 2557 5252 6666 814 4570 6126 3966 4315
2506,2228 3607 1458 6058 2369 2556 3641 3754 1786 2397 5666 4365 3057 2077 3875 5609 868 3777 5961 594
2507,2232 2399 4554 918 2324 4195 6050 6592 5252 3602 457 2886 5710 1339 2793 3410 5469 3496 3740 2397
2508,1484 2168 4291 1183 6592 459 355 5010 4570 4200 2628 6158 2167 6846 3410 3545 479 4351 5532 3989
2509,5098 3410 2167 6165 1235 5981 3485 5076 3236 1887 2329 2556 2005 2653 3966 814 1497 5225 755 3190
2510,2307 1497 3410 3506 5460 3256 3167 6624 2199 1905 1356 4912 3236 3537 1143 4487 3316 3462 201 2148
2511,4023 1743 287 6002 3180 5981 2195 2005 5407 6730 2228 3285 1731 5223 6165 4480 4962 515 2194 6889
2512,3305 4103 1373 3316 2167 479 1940 955 6464 4195 3325 3239 3410 3602 6098 2369 3236 3000 355 5340
2513,596 3824 2986 1791 6730 5390 1696 4264 2699 3010 1469 91 1656 2167 5827 1373 4172 3838 6210 5830
2514,3305 4691 140 1319 4414 4534 5442 1535 5592 5830 4359 3198 5785 4789 6826 2115 2986 596 3767 5258
2515,6518 355 6729 1973 201 3537 4195 5766 2556 4342 6624 5502 3325 531 1418 2848 5340 2803 3075 793
2516,1373 2088 5961 5323 1731 5981 6005 1610 5785 2412 1905 3167 3462 4637 2005 4172 2509 3904 5223 2557
2517,2844 479 457 1850 2835 5304 1791 2167 5964 1339 200 1373 5532 2232 814 2557 6584 6330 6624 4200
2518,4045 479 412 2448 1183 5460 531 814 1484 262 5295 4023 2556 1920 5469 3316 1254 6330 1106 1494
2519,314 4300 132 1245 1458 935 3602 6284 495 414 3040 2703 4264 6273 6492 1038 2917 2188 3373 2758
2520,4103 4593 6081 2006 4777 6955 3071 3795 6698 6377 428 3395 5335 2405 1944 166 692 1702 3726 4358
2521,4720 5076 4270 5640 3441 1850 1488 2557 5469 4023 3622 4082 4419 457 3506 5609 2399 4570 6166 2987
2522,457 2152 2150 6330 814 2779 3373 372 2557 6050 1418 3765 868 5460 84 2917 262 1700 200 5167
2523,4709 4023 2556 5812 1644 868 1445 2216 6329 6492 5022 283 6730 2574 2324 966 6022 5407 1791 2628
2524,596 5532 2703 6627 495 4728 2557 4514 3180 1373 3373 6637 2226 1791 601 1550 3310 984 6810 1651
2525,1560 1702 5069 4484 5252 3410 2653 531 1143 2556 4572 814 5241 5063 5167 2472 3236 5896 4291 1106
2526,258 4245 4220 3441 2835 5356 5854 2602 6635 5469 1700 2556 4195 5340 112 1418 3426 3236 5766 4492
2527,4709 4478 3962 479 2167 1038 6730 1393 4813 4855 5337 2699 5723 5977 457 3356 1610 283 2341 1373
2528,4570 2399 3487 2369 4877 355 1143 814 5950 3496 1503 3236 1403 1168 4709 6158 479 6271 955 2050
2529,428 3410 2059 531 4342 4291 2167 4180 4029 6958 4848 891 5356 5662 1963 449 2803 3537 6562 729
2530,1494 2557 5466 6158 1302 5069 1038 1983 3441 4570 479 262 2917 2152 459 891 5369 2445 955 5854
2531,6448 5369 2104 479 4570 4866 4200 531 1339 3966 6624 1418 6158 5441 2399 3236 4912 1106 407 4029
2532,2150 6675 4789 236 5965 2779 3040 4200 5766 879 5269 2628 2960 1539 424 4533 3504 5390 1943 640
2533,2628 6353 1735 1488 1143 1554 5609 459 5218 1800 201 4291 4635 5662 3325 793 4019 111 4089 6961
2534,1668 5965 2093 5235 4709 283 4459 2626 2324 5489 4231 5409 4169 1373 6034 2869 2556 287 6165 4721
2535,5857 4691 1703 381 4264 2556 3819 5000 536 6935 955 777 596 1825 6810 1568 2228 3266 5532 3305
2536,6532 3410 3441 4608 6519 6684 5076 4342 1245 3343 1700 6236 1094 5766 4045 6158 3256 6561 6965 306
2537,5294 2399 814 1736 2167 4220 4544 6054 2499 1539 2960 5356 89 5069 5690 3989 1277 5705 2557 6930
2538,4200 2307 2589 6624 2653 536 2369 262 814 5167 1377 5407 531 372 2556 4291 665 1452 5326 6584
2539,817 132 3487 2188 169 1445 5258 5553 4012 1804 3602 2438 596 6235 6185 5532 2703 5369 1546 4359
2540,6271 5294 6353 1143 6018 3765 4835 2779 4291 6330 2472 4195 5063 479 502 5065 1574 5469 6666 1106
2541,3977 1294 355 814 2193 5885 1983 4869 1278 2871 4608 4180 6002 1178 1700 4561 2399 3243 86 1503
2542,314 5158 3516 608 313 4285 3607 2731 4709 132 5337 1960 817 814 4300 5323 4813 4172 4789 6637
2543,1073 4312 5356 4532 1696 3512 3930 3765 6330 5847 2472 814 5956 5690 6684 4220 891 4200 6158 6624
2544,1930 1691 5457 2917 1940 504 2167 3913 4023 5532 6054 2204 5323 5981 6165 6730 4480 5414 4552 1763
2545,1494 5941 3512 4532 2659 5965 4351 891 6126 4631 6018 5356 6965 4912 6307 3602 1514 4835 407 3588
2546,5258 4045 5076 1700 3676 2921 4864 3537 5326 2324 814 655 1920 1252 6203 5532 5369 2557 3316 5064
2547,4147 5390 2871 4561 4342 4532 1743 6158 4749 6684 4970 2221 3966 2799 5213 4272 1252 1492 6357 2600
2548,372 5167 6316 4877 1196 559 4337 2556 2321 1015 1850 3441 4813 2889 4245 942 531 1800 3427 1389
2549,3656 1560 4365 3778 3962 4855 4709 2985 1610 2556 2557 4200 5323 1905 3666 4291 6730 3305 4480 1364
2550,4533 4317 4450 242 5037 86 6771 5609 4840 5532 1439 6654 2653 1113 1077 531 133 5637 6777 2556
2551,1183 2226 4032 5489 4570 1503 1940 4291 459 2329 2917 814 91 4709 5098 657 4633 3410 6624 457
2552,3989 784 3726 6551 4527 6843 1494 5941 1644 1989 666 2499 2677 3410 814 5705 2555 457 2529 2936
2553,6453 6073 3617 6329 2180 2167 2061 4704 91 4642 6033 2110 2083 5723 4023 3496 697 2275 3607 3356
2554,4570 1183 3604 966 868 814 5532 3040 3316 6050 6624 372 3966 4291 1418 5460 201 3373 4200 768
2555,515 6018 2399 4342 3434 4351 3441 2390 2871 4200 2891 5117 2556 5466 4045 86 6935 1182 6796 2093
2556,6018 3824 5337 5466 2556 2506 2390 1887 3930 5202 5586 4291 2557 2960 3434 1983 1602 6651 1958 1168
2557,3621 3040 4896 2703 2167 559 6453 4697 2321 3707 2557 6935 5831 6627 2438 6729 6293 4264 1116 3239
2558,5965 1183 1895 479 5637 1106 814 4570 2200 3537 6330 5407 6126 640 5241 531 5896 5502 793 5553
2559,2938 2399 4023 4592 1295 4200 1668 4877 2904 169 2557 5766 5723 1940 5696 2456 2167 6033 3512 2891
2560,4877 2505 3567 814 2152 4160 5460 4029 479 1339 4342 5469 3236 4272 2779 1818 1539 2591 457 6330
2561,4312 5064 3441 6330 5340 5532 2527 1418 5076 3316 459 4291 262 814 5965 4487 2653 3059 3512 4460
2562,5746 1366 4815 106 1700 2399 2414 2178 2390 1983 4055 5356 1329 1503 4351 1340 479 1375 2822 662
2563,6332 1183 2539 3713 20 3201 2024 4633 2167 3602 665 806 6624 1963 2758 6330 457 4291 5460 6363
2564,3410 3269 3622 2556 3373 372 1294 814 1818 4012 5941 6627 5469 868 2226 5553 6584 5323 2241 1940
2565,4045 5966 4180 4291 3506 355 1403 2556 3410 459 6212 531 4514 430 1963 3325 4570 1696 3256 3588
2566,2226 4300 169 3516 3607 2232 92 1554 2167 6796 262 3382 5167 2308 4213 2295 6873 2824 2653 4625
2567,559 5394 2835 3676 5469 4195 6382 5854 814 1000 4291 2556 6624 3236 6271 1871 2438 5035 2527 6313
2568,5825 2557 6411 4901 4714 4023 5369 2101 479 5324 6624 1373 6219 372 3410 5323 868 4270 5489 4570
2569,4912 4492 4220 6584 5790 3812 531 262 6382 6624 4480 2803 6050 4761 6666 6645 502 729 5640 4027
2570,4342 5489 6332 2628 2556 2167 3607 6190 1458 1393 6665 3410 1143 3496 291 91 697 2275 4200 6843
2571,5640 1565 3256 2539 2167 6330 112 4180 814 6624 3765 729 2591 3325 4848 665 6363 2653 1217 5896
2572,1294 3604 4313 2844 5335 6313 5252 4592 4291 6173 3617 956 6329 2539 1106 1871 1279 3918 3966 5662
2573,4023 2557 4777 2228 5323 1252 5269 5640 1339 2399 5489 1968 225 3436 2329 4572 1503 1217 2904 4533
2574,2226 6810 6330 3410 3970 2779 3602 2295 1073 1702 267 3550 6624 4147 5854 5166 2152 2308 5445 5460
2575,2871 4220 1940 4023 5460 5323 6287 5705 3602 814 1339 3765 4835 1702 3410 89 3567 5407 1484 6353
2576,2557 4312 2779 5442 955 4484 5705 2275 1644 5715 6624 6651 3602 372 1373 6584 44 3607 1983 868
2577,6377 1564 6485 1724 2557 3049 4593 2745 2228 1983 3954 5961 4709 4238 3795 868 5329 5849 3071 5407
2578,4533 2340 5532 1235 924 3395 622 5934 2314 4862 6821 777 814 5469 6382 2228 4122 369 1523 3436
2579,2226 6771 3875 1038 1399 3607 479 1252 1458 1968 4974 2628 1705 1501 3714 1469 6126 2324 4970 6624
2580,2228 2167 5230 1644 1503 6098 5766 5640 3410 5469 2557 6561 4633 4291 4023 4533 291 6411 355 5950
2581,5498 1546 412 2703 5674 4470 1644 3656 2275 5436 1041 3373 6054 4012 6941 5957 4264 5145 210 2080
2582,3512 5369 4373 3604 955 5469 2556 1302 655 3621 1800 6353 3930 4625 5941 4080 2645 5065 6562 6961
2583,2986 2574 1539 2432 596 5337 6730 2167 1887 868 4572 5830 5407 1038 4231 275 2397 1940 4877 2628
2584,3526 1458 6377 5490 5961 3621 4877 2798 119 1402 457 2341 3410 3218 1028 3666 3300 2808 2557 3977
2585,5896 3604 2873 5466 6158 2399 3316 3765 1700 434 4970 4640 1106 4279 4032 3300 3441 1073 4936 6281
2586,1458 457 2556 2167 3604 868 3236 1418 531 596 6584 4848 1554 2653 729 2835 3373 5326 4313 665
2587,1403 4833 3602 2653 3236 4635 6287 187 479 5252 5553 2557 6219 200 372 6142 814 3410 457 44
2588,4877 6532 4484 2167 1539 4291 6448 6651 2538 2199 5069 1503 5011 6180 3013 2573 4570 4572 6158 2577
2589,1554 5076 3410 4877 4545 5854 2628 262 2232 3325 3551 201 2024 5063 5167 531 4605 2255 6890 6624
2590,2412 2556 5469 479 2557 1168 1339 5065 372 6287 5854 457 3666 3604 3819 4180 2152 1469 1374 3326
2591,3603 2684 1552 3300 4023 2970 1610 4709 2455 3516 6073 2303 5323 283 6761 5931 3044 1958 5644 1825
2592,4220 3410 457 1339 4200 1643 4291 3236 2557 640 868 5202 372 1602 2228 1403 1294 4570 5934 3872
2593,5258 1655 4032 5469 5861 5854 6561 1183 4592 2703 417 4220 3765 54 550 5460 4245 3966 3269 5766
2594,3410 2556 6771 5076 5532 4291 3013 6213 2557 1458 5252 868 372 200 3966 3512 457 355 1038 3316
2595,3977 1131 6098 5489 2228 4709 868 4023 479 1568 4838 457 1146 1339 2110 3666 2425 2829 2574 1328
2596,2530 2232 2228 5108 5223 5158 4709 3410 2648 3180 3142 5981 5469 6165 5337 1403 2005 2369 3804 2148
2597,2232 6213 4358 5740 6561 4709 2703 2888 1452 4023 4251 5323 4103 3269 6821 6368 5837 5469 2556 6332
2598,3244 4103 6624 5069 2369 4545 1106 5460 1294 2527 4121 6645 5609 3765 2557 5230 6281 327 4912 6584
2599,2241 729 4351 1418 3044 868 2556 479 227 6378 2557 5671 2226 5252 6449 554 2798 5167 601 123
2600,1602 3977 5857 4901 1696 6411 1168 2050 291 5666 4484 5407 3777 6198 12 2556 2369 4685 4838 5710
2601,92 6561 2556 2168 4841 2798 169 314 6096 5073 5919 5489 2110 4023 1013 1339 3373 3506 1791 2809
2602,4709 4633 4480 283 5323 5223 4172 6210 5337 4809 657 2148 6730 5981 2005 1467 2556 2509 2818 5326
2603,1940 5335 6377 3410 4103 531 2266 868 3316 5469 2557 6382 5705 6955 3057 5340 2024 814 777 3795
2604,2232 4103 868 479 1655 1940 5469 5073 966 4180 414 665 2653 2228 5025 531 3410 5458 4728 3180
2605,3506 4103 2369 4841 2300 2228 2168 89 3218 4180 2886 6377 5640 3285 4200 1229 479 868 5666 355
2606,1554 4570 313 3410 2727 531 112 561 3236 5532 2539 5169 479 4796 6330 262 4625 2653 814 459
2607,1131 3875 5410 6685 6633 1038 6551 3252 3285 1403 2628 3239 3602 5401 42 5902 6291 4767 76 6262
2608,4147 4714 479 2341 3269 4296 6584 2557 4833 6363 3567 4180 5469 1214 267 868 200 457 6684 6758
2609,6561 5489 4896 414 2970 1252 4691 1985 5327 4459 5425 868 1038 3734 2986 146 2061 3044 6697 5956
2610,4200 1651 3373 4709 1655 6018 6096 5323 4480 479 5553 814 5981 5295 2557 2509 1339 2005 3236 6235
2611,6561 1458 2970 3040 5337 1651 2556 495 1329 562 414 1544 4264 596 2448 3506 1940 6930 4291 3752
2612,918 1644 4351 3977 1682 3201 4691 5644 1610 4896 3857 2628 5407 3666 5394 5723 2886 6730 4572 3621
2613,5069 6034 4080 3070 6213 5025 6704 479 3180 4977 6561 1736 6098 2835 1560 5098 2848 1974 1905 5292
2614,4298 868 3040 3881 5532 1252 1655 3604 5426 6213 4977 283 2628 596 3410 6058 1791 1373 5458 112
2615,1294 372 1196 4291 531 3236 3726 1373 5035 479 6926 3316 6330 262 3707 224 2645 3410 596 2653
2616,6665 5746 3180 4889 258 3516 2284 4534 479 2657 2226 5961 2308 1000 5637 5010 4492 3236 2352 4877
2617,3607 868 5671 6810 479 227 3765 1146 3512 6624 5961 5469 5203 2557 6330 457 3236 2154 531 6378
2618,4533 6377 2050 1171 4291 5407 654 5469 5230 4877 2556 6332 1364 402 5466 3410 1402 1339 5879 6034
2619,86 1294 291 2557 2415 4877 2628 2399 1968 3426 3602 5553 5640 4291 123 2228 4264 6729 3857 4780
2620,2632 2557 536 5407 5532 5469 2369 479 4855 457 3236 5356 1171 6624 4570 3410 4103 5295 6165 4200
2621,4864 1266 2871 4720 5076 4180 6330 5340 2779 3265 1051 3325 1073 457 6353 2556 2659 3000 4841 1963
2622,5023 479 402 2228 1458 5230 4180 4200 372 3795 1294 955 594 868 536 6382 6016 6057 5854 4709
2623,4877 640 2557 355 291 536 4200 5335 4500 814 4103 5469 868 6271 1940 4247 2228 2527 3496 2329
2624,5326 5469 4691 4373 4180 4720 4342 1373 2232 5532 531 3462 6334 3020 51 1294 3040 1143 1168 4045
2625,3966 1168 412 3236 6050 5240 5896 5356 2459 3765 596 891 4912 3316 5326 563 502 4279 2803 3602
2626,868 5054 6839 3158 5231 1443 331 1433 1020 3891 2438 4312 3824 434 3752 5393 6168 582 169 6133
2627,417 6313 4023 5037 3040 1905 1364 5532 5073 4728 5981 1356 6519 6165 2556 3142 4222 935 6709 2574
2628,1602 4633 5326 3436 2167 2539 1940 559 3167 1062 3622 1373 6033 3602 4592 4161 2110 1329 3256 1199
2629,1546 1399 1656 3607 656 3602 6592 2216 779 2628 2556 4291 3581 5766 2505 2625 6499 5407 1968 4498
2630,5258 2557 3472 3110 3236 868 5466 3512 4312 372 1339 4532 5469 3930 5498 89 5369 5778 5690 4291
2631,6133 3656 6901 4200 1960 1458 3516 868 1560 1565 4302 1503 6158 2793 1329 2955 3875 4936 3027 4023
2632,1565 4912 4789 479 3604 1554 2556 6739 4532 1418 3410 509 372 1151 6033 6182 5426 3343 1428 20
2633,6073 2530 5390 351 4233 1257 2115 86 457 2628 1094 1447 6293 5466 1638 336 1602 355 1940 252
2634,3256 4045 2628 3607 1183 2255 2556 1458 5295 1895 4200 4009 4220 5637 412 5326 4572 4291 1294 2329
2635,1373 3875 2399 4342 3410 355 1905 4877 3462 3656 6073 2167 4408 4554 2556 1602 4238 2545 5327 1106
2636,2232 3410 2703 457 6561 3000 6821 4545 4180 3819 5252 6229 428 4848 5469 4500 5662 3325 1940 4709
2637,5076 3462 2873 3441 2556 2024 5252 5218 4877 5025 6810 4080 3607 3410 434 3167 2356 5469 187 4045
2638,2438 814 2167 4570 3236 2556 1901 3410 5010 459 4709 1294 1373 3285 3256 4877 5269 2329 5450 3713
2639,1940 2273 4896 3180 2168 3850 5407 6310 6592 1399 777 1447 3305 2228 291 5957 1211 2703 2863 868
2640,3512 4342 4312 5609 1940 5640 479 1655 3472 1418 6054 868 5723 1339 5252 5073 4029 1373 4572 2628
2641,3236 2835 4270 2539 4572 3713 6313 4302 4195 1912 665 262 2798 6771 868 5340 6810 4570 2154 1940
2642,5258 2399 5965 5746 4045 1994 2321 86 3256 918 2329 1198 1364 1328 4179 1724 457 169 4270 3516
2643,5258 5956 2105 86 1565 5609 1403 2653 4312 4714 3325 262 4709 6462 3316 5662 814 3576 4291 531
2644,3052 2390 1399 5981 1469 2867 4841 2505 2556 5266 3516 457 5252 775 814 729 5814 5223 1407 1038
2645,3607 479 2556 3236 1373 5076 1339 5766 1418 6651 4066 4270 5167 868 1554 2115 814 3913 2917 4545
2646,92 1960 2556 2527 4180 817 3512 4291 2772 4023 5340 262 3300 531 1217 6190 1974 2653 1791 313
2647,5861 2556 6454 4977 4291 291 4728 2228 1073 815 4554 4533 4981 54 1655 5469 417 2886 4238 3410
2648,1588 6330 918 3236 84 479 5854 1389 2803 6584 2556 1418 5466 2459 891 1302 3966 4625 868 563
2649,6034 86 4877 4351 2556 123 1294 372 5469 5158 6516 2369 4291 3218 6142 4929 2083 5407 6551 2080
2650,3857 3410 291 2369 4554 3356 479 3236 5710 2329 4180 3373 6584 1038 1339 2415 4291 2886 200 4231
2651,236 3512 412 4815 2499 4720 1494 5356 6684 2369 2555 2960 2936 6316 4877 5460 4200 6843 44 3236
2652,5337 4351 1373 3506 6730 495 5532 2101 1958 1887 2904 4572 283 5644 3666 1837 4270 2574 4012 6627
2653,5474 6359 3410 4300 3460 2255 6133 980 2731 6873 1329 3604 3970 812 132 3125 1210 6624 2009 2781
2654,4813 5489 1738 868 5532 5671 1651 1373 2703 1930 966 5407 2796 5961 6516 3581 2252 2329 3356 1445
2655,4351 5335 479 5469 5532 2228 814 5213 6771 4291 355 262 327 2369 868 1294 2861 2720 531 5637
2656,5258 2557 4200 2632 4877 5240 2167 868 1373 495 4989 955 3666 2891 3778 2556 372 1696 1094 457
2657,1458 1983 2438 1940 3602 4709 504 868 457 1373 407 4164 1930 5323 3913 5490 4608 6930 5489 2985
2658,495 3236 6142 4841 3410 3325 3602 4796 4635 4929 1339 5295 1329 6624 2653 3373 6149 4970 4572 4554
2659,3316 6271 479 6957 956 1377 4709 3236 5323 1418 5340 4023 2653 531 6219 1274 4796 2556 1003 1641
2660,1469 6033 2556 4813 5466 1983 4592 1501 4704 868 1263 123 4251 2628 2557 3285 457 290 6730 6173
2661,1668 868 5898 5532 2556 5489 4572 287 966 2574 2628 2195 2675 2252 3948 1252 1373 6889 1656 5022
2662,1373 2793 3607 2556 1940 2557 5766 2228 457 4023 6651 1339 6018 5258 596 2438 5690 6941 2628 955
2663,5553 2399 1656 6551 3656 1989 3602 6810 2473 1544 2703 3040 5766 3560 1539 4340 6935 414 4012 4200
2664,459 5326 3410 814 4877 1895 3506 5637 6158 6624 5076 6121 5356 3256 6330 4023 4180 4709 6771 1073
2665,1458 3607 2557 3373 6624 457 1373 1339 372 601 4231 5469 3236 814 2162 227 5231 4317 2835 6516
2666,2886 4365 340 5369 1610 5710 3777 4545 447 6500 247 4264 2839 3711 2530 5740 1073 5329 4835 5464
2667,4298 1602 5158 271 2167 4989 4691 2985 6329 3622 6013 5426 2776 832 5723 3602 5323 3326 6926 2557
2668,1252 5323 4761 4709 4023 1373 5640 5469 6730 814 3602 146 5295 2530 5981 2005 2228 3049 4570 3285
2669,4048 5258 4200 3410 2324 366 2557 3236 5442 1492 236 5063 5069 868 6584 479 1294 4877 5469 1656
2670,1930 2226 5122 1458 1245 5489 817 4534 5619 6519 5236 2308 169 1135 2397 314 2703 2125 3955 2204
2671,4045 3305 2093 1302 479 2167 3049 4533 2275 2556 5766 5167 5744 2557 5705 3989 2473 2829 6338 6584
2672,5965 4709 4023 2509 5981 5323 4480 5705 6651 1373 5489 755 3666 814 3410 6411 5630 2329 2390 5223
2673,6624 2556 1168 814 4103 3316 372 1418 262 1339 6377 5335 1073 1373 4200 5076 4570 1106 5326 2167
2674,3236 4373 4045 1588 236 891 5847 3316 4291 355 2390 6330 5356 2556 6054 3812 3472 6338 5065 459
2675,4220 5252 4312 3512 3410 1458 2275 4200 5854 1143 2848 531 2228 355 891 3765 5460 5766 314 5069
2676,5966 868 5469 5854 2844 3180 2199 193 3787 4200 1339 3040 6624 5295 6584 5065 6382 3526 3410 3236
2677,1038 5231 5489 2955 2557 4200 2574 596 6626 3666 1884 2167 5469 5532 479 2093 6730 4813 4231 4270
2678,1171 5064 4032 1295 2556 955 2167 3496 5956 5863 1131 4048 2589 4545 1214 984 479 1168 4777 291
2679,1183 5252 5469 3236 4291 4572 1940 868 531 1643 5474 6624 4835 4514 4570 5466 1739 457 1403 5340
2680,6018 1602 2167 4302 5738 4484 3907 2438 2557 260 868 4896 1146 4514 4691 3013 5671 4359 3305 3819
2681,5394 2321 6158 6448 3607 4316 6472 2557 955 2779 1171 3532 1226 4877 2677 4147 2438 2939 5857 5457
2682,4291 4877 2556 3607 868 5369 3236 2399 4654 1494 3410 44 4720 5442 1818 2829 5498 5466 2369 1656
2683,1700 4570 4270 4029 814 2779 2891 3506 5010 3410 2556 412 6808 1373 2557 5362 1739 4833 2332 6054
2684,2628 1252 2093 1940 5252 5489 3707 3456 1217 2871 5532 146 2557 457 1791 531 713 5340 2148 6624
2685,4045 2438 3676 4351 5408 4231 4720 5442 2632 1668 3221 336 5252 1656 5069 4450 3930 1799 4048 3666
